Timestamp,LogHost,Application/Process,Message,Access_Type,IP
2010-06-22 13:16:30,combo,ftpd[17893],connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,authorized,210.245.165.136
2010-06-22 13:16:30,combo,ftpd[17878],connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,authorized,210.245.165.136
2010-06-22 13:16:30,combo,ftpd[17881],connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,authorized,210.245.165.136
2010-06-22 13:16:30,combo,ftpd[17872],connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,authorized,210.245.165.136
2010-06-22 13:16:30,combo,ftpd[17882],connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,authorized,210.245.165.136
2010-06-22 13:16:30,combo,ftpd[17889],connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,authorized,210.245.165.136
2010-06-22 13:16:30,combo,ftpd[17890],connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,authorized,210.245.165.136
2010-06-22 13:16:30,combo,ftpd[17887],connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,authorized,210.245.165.136
2010-06-22 13:16:30,combo,ftpd[17888],connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,authorized,210.245.165.136
2010-06-22 13:16:30,combo,ftpd[17874],connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,authorized,210.245.165.136
2010-06-22 13:16:30,combo,ftpd[17879],connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,authorized,210.245.165.136
2010-06-22 13:16:30,combo,ftpd[17892],connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,authorized,210.245.165.136
2010-06-22 13:16:30,combo,ftpd[17876],connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,authorized,210.245.165.136
2010-06-22 13:16:30,combo,ftpd[17875],connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,authorized,210.245.165.136
2010-06-22 13:16:30,combo,ftpd[17886],connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,authorized,210.245.165.136
2010-06-22 13:16:30,combo,ftpd[17877],connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,authorized,210.245.165.136
2010-06-22 13:16:31,combo,ftpd[17873],connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,authorized,210.245.165.136
2010-06-22 13:16:31,combo,ftpd[17885],connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,authorized,210.245.165.136
2010-06-22 13:16:31,combo,ftpd[17884],connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,authorized,210.245.165.136
2010-06-22 13:16:31,combo,ftpd[17880],connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,authorized,210.245.165.136
2010-06-22 13:16:31,combo,ftpd[17883],connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,authorized,210.245.165.136
2010-06-22 13:16:31,combo,ftpd[17891],connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,authorized,210.245.165.136
2010-06-22 13:16:32,combo,ftpd[17894],connection from 210.245.165.136 () at Wed Jun 22 13:16:32 2005,authorized,210.245.165.136
2010-06-23 01:41:29,combo,sshd(pam_unix)[18977],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,unauthorized,209.152.168.249
2010-06-23 01:41:29,combo,sshd(pam_unix)[18975],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,unauthorized,209.152.168.249
2010-06-23 01:41:29,combo,sshd(pam_unix)[18973],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,unauthorized,209.152.168.249
2010-06-23 01:41:29,combo,sshd(pam_unix)[18971],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,unauthorized,209.152.168.249
2010-06-23 01:41:29,combo,sshd(pam_unix)[18969],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,unauthorized,209.152.168.249
2010-06-23 01:41:30,combo,sshd(pam_unix)[18981],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,unauthorized,209.152.168.249
2010-06-23 01:41:30,combo,sshd(pam_unix)[18982],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,unauthorized,209.152.168.249
2010-06-23 01:41:30,combo,sshd(pam_unix)[18976],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,unauthorized,209.152.168.249
2010-06-23 01:41:30,combo,sshd(pam_unix)[18983],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,unauthorized,209.152.168.249
2010-06-23 01:41:32,combo,sshd(pam_unix)[18967],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,unauthorized,209.152.168.249
2010-06-23 02:55:14,combo,sshd(pam_unix)[19085],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=200.60.37.201,unauthorized,200.60.37.201
2010-06-23 23:30:03,combo,sshd(pam_unix)[26188],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,unauthorized,218.22.3.51
2010-06-23 23:30:03,combo,sshd(pam_unix)[26189],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,unauthorized,218.22.3.51
2010-06-23 23:30:04,combo,sshd(pam_unix)[26182],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,unauthorized,218.22.3.51
2010-06-23 23:30:04,combo,sshd(pam_unix)[26183],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,unauthorized,218.22.3.51
2010-06-23 23:30:04,combo,sshd(pam_unix)[26184],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,unauthorized,218.22.3.51
2010-06-23 23:30:04,combo,sshd(pam_unix)[26193],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,unauthorized,218.22.3.51
2010-06-23 23:30:05,combo,sshd(pam_unix)[26198],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,unauthorized,218.22.3.51
2010-06-23 23:30:05,combo,sshd(pam_unix)[26190],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,unauthorized,218.22.3.51
2010-06-23 23:30:05,combo,sshd(pam_unix)[26197],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,unauthorized,218.22.3.51
2010-06-24 18:55:11,combo,ftpd[28564],connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,authorized,218.69.108.57
2010-06-24 18:55:11,combo,ftpd[28567],connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,authorized,218.69.108.57
2010-06-24 18:55:11,combo,ftpd[28565],connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,authorized,218.69.108.57
2010-06-24 18:55:11,combo,ftpd[28568],connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,authorized,218.69.108.57
2010-06-24 18:55:11,combo,ftpd[28566],connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,authorized,218.69.108.57
2010-06-24 18:55:11,combo,ftpd[28562],connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,authorized,218.69.108.57
2010-06-24 18:55:11,combo,ftpd[28563],connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,authorized,218.69.108.57
2010-06-24 18:55:18,combo,ftpd[28571],connection from 218.69.108.57 () at Fri Jun 24 18:55:18 2005,authorized,218.69.108.57
2010-06-24 18:55:18,combo,ftpd[28569],connection from 218.69.108.57 () at Fri Jun 24 18:55:18 2005,authorized,218.69.108.57
2010-06-24 18:55:18,combo,ftpd[28572],connection from 218.69.108.57 () at Fri Jun 24 18:55:18 2005,authorized,218.69.108.57
2010-06-24 18:55:18,combo,ftpd[28574],connection from 218.69.108.57 () at Fri Jun 24 18:55:18 2005,authorized,218.69.108.57
2010-06-24 18:55:18,combo,ftpd[28573],connection from 218.69.108.57 () at Fri Jun 24 18:55:18 2005,authorized,218.69.108.57
2010-06-24 18:55:18,combo,ftpd[28570],connection from 218.69.108.57 () at Fri Jun 24 18:55:18 2005,authorized,218.69.108.57
2010-06-25 09:20:24,combo,ftpd[31471],connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,authorized,210.118.170.95
2010-06-25 09:20:24,combo,ftpd[31469],connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,authorized,210.118.170.95
2010-06-25 09:20:24,combo,ftpd[31462],connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,authorized,210.118.170.95
2010-06-25 09:20:24,combo,ftpd[31464],connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,authorized,210.118.170.95
2010-06-25 09:20:24,combo,ftpd[31466],connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,authorized,210.118.170.95
2010-06-25 09:20:24,combo,ftpd[31461],connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,authorized,210.118.170.95
2010-06-25 09:20:24,combo,ftpd[31460],connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,authorized,210.118.170.95
2010-06-25 09:20:24,combo,ftpd[31470],connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,authorized,210.118.170.95
2010-06-25 09:20:24,combo,ftpd[31465],connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,authorized,210.118.170.95
2010-06-25 09:20:24,combo,ftpd[31463],connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,authorized,210.118.170.95
2010-06-25 09:20:24,combo,ftpd[31475],connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,authorized,210.118.170.95
2010-06-25 09:20:24,combo,ftpd[31477],connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,authorized,210.118.170.95
2010-06-25 09:20:24,combo,ftpd[31474],connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,authorized,210.118.170.95
2010-06-25 09:20:24,combo,ftpd[31476],connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,authorized,210.118.170.95
2010-06-25 09:20:24,combo,ftpd[31473],connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,authorized,210.118.170.95
2010-06-25 09:20:24,combo,ftpd[31467],connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,authorized,210.118.170.95
2010-06-25 09:20:24,combo,ftpd[31472],connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,authorized,210.118.170.95
2010-06-25 09:20:24,combo,ftpd[31468],connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,authorized,210.118.170.95
2010-06-25 19:25:30,combo,ftpd[32326],connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,authorized,211.167.68.59
2010-06-25 19:25:30,combo,ftpd[32327],connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,authorized,211.167.68.59
2010-06-25 19:25:30,combo,ftpd[32329],connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,authorized,211.167.68.59
2010-06-25 19:25:30,combo,ftpd[32328],connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,authorized,211.167.68.59
2010-06-25 19:25:30,combo,ftpd[32325],connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,authorized,211.167.68.59
2010-06-25 19:25:30,combo,ftpd[32331],connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,authorized,211.167.68.59
2010-06-25 19:25:30,combo,ftpd[32330],connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,authorized,211.167.68.59
2010-06-25 19:25:30,combo,ftpd[32323],connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,authorized,211.167.68.59
2010-06-25 19:25:30,combo,ftpd[32324],connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,authorized,211.167.68.59
2010-06-25 19:25:31,combo,ftpd[32333],connection from 211.167.68.59 () at Sat Jun 25 19:25:31 2005,authorized,211.167.68.59
2010-06-25 19:25:31,combo,ftpd[32332],connection from 211.167.68.59 () at Sat Jun 25 19:25:31 2005,authorized,211.167.68.59
2010-06-25 19:25:31,combo,ftpd[32334],connection from 211.167.68.59 () at Sat Jun 25 19:25:31 2005,authorized,211.167.68.59
2010-06-25 19:25:34,combo,ftpd[32335],connection from 211.167.68.59 () at Sat Jun 25 19:25:34 2005,authorized,211.167.68.59
2010-06-28 08:10:24,combo,sshd(pam_unix)[11517],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,unauthorized,61.53.154.93
2010-06-28 08:10:24,combo,sshd(pam_unix)[11521],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,unauthorized,61.53.154.93
2010-06-28 08:10:24,combo,sshd(pam_unix)[11510],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,unauthorized,61.53.154.93
2010-06-28 08:10:24,combo,sshd(pam_unix)[11513],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,unauthorized,61.53.154.93
2010-06-28 08:10:25,combo,sshd(pam_unix)[11519],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,unauthorized,61.53.154.93
2010-06-28 08:10:26,combo,sshd(pam_unix)[11514],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,unauthorized,61.53.154.93
2010-06-28 08:10:28,combo,sshd(pam_unix)[11512],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,unauthorized,61.53.154.93
2010-06-28 08:10:29,combo,sshd(pam_unix)[11509],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,unauthorized,61.53.154.93
2010-06-28 08:10:30,combo,sshd(pam_unix)[11515],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,unauthorized,61.53.154.93
2010-06-28 21:42:46,combo,sshd(pam_unix)[12755],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,unauthorized,211.115.206.155
2010-06-28 21:42:46,combo,sshd(pam_unix)[12754],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,unauthorized,211.115.206.155
